t,x,y,psi,u,v,r,tau_u,tau_v,tau_r,current_x,current_y
49.3306770324707,0.9003049703109234,0.0,0.0,-7.643310678782468e-05,0.0,0.0,-2.8460590642713712,0.0,0.0,0.3,0.0
49.340556144714355,0.9003042068091879,0.0,0.0,-7.62674829062673e-05,0.0,0.0,-2.8460590642713712,0.0,0.0,0.3,0.0
49.35010504722595,0.9003034449677051,0.0,0.0,-7.610105742338355e-05,0.0,0.0,-2.8460552210032444,0.0,0.0,0.3,0.0
49.35978412628174,0.9003026847831852,0.0,0.0,-7.593608819324588e-05,0.0,0.0,-2.8460552210032444,0.0,0.0,0.3,0.0
49.36996150016785,0.9003019262523547,0.0,0.0,-7.577032072690489e-05,0.0,0.0,-2.846051393263993,0.0,0.0,0.3,0.0
49.38004541397095,0.9003011693719357,0.0,0.0,-7.56060037543849e-05,0.0,0.0,-2.846051393263993,0.0,0.0,0.3,0.0
49.390559911727905,0.9003004141386667,0.0,0.0,-7.544089189783168e-05,0.0,0.0,-2.8460475809957115,0.0,0.0,0.3,0.0
49.40046668052673,0.9002996605492819,0.0,0.0,-7.527722479724815e-05,0.0,0.0,-2.8460475809957115,0.0,0.0,0.3,0.0
49.4104585647583,0.9002989086005316,0.0,0.0,-7.51127661518197e-05,0.0,0.0,-2.8460437841405666,0.0,0.0,0.3,0.0
49.42005157470703,0.900298158289162,0.0,0.0,-7.494974654551191e-05,0.0,0.0,-2.8460437841405666,0.0,0.0,0.3,0.0
49.43024444580078,0.9002974096119354,0.0,0.0,-7.47859387207181e-05,0.0,0.0,-2.846040002641105,0.0,0.0,0.3,0.0
49.44017148017883,0.9002966625656098,0.0,0.0,-7.462356423912648e-05,0.0,0.0,-2.846040002641105,0.0,0.0,0.3,0.0
49.45026755332947,0.9002959171469593,0.0,0.0,-7.446040485258638e-05,0.0,0.0,-2.846036236440008,0.0,0.0,0.3,0.0
49.46013426780701,0.9002951733527539,0.0,0.0,-7.429867313418972e-05,0.0,0.0,-2.846036236440008,0.0,0.0,0.3,0.0
49.46979570388794,0.9002944311797794,0.0,0.0,-7.413615981160145e-05,0.0,0.0,-2.8460324854801473,0.0,0.0,0.3,0.0
49.480050802230835,0.9002936906248176,0.0,0.0,-7.397506850288672e-05,0.0,0.0,-2.8460324854801473,0.0,0.0,0.3,0.0
49.48991680145264,0.9002929516846662,0.0,0.0,-7.381319887796423e-05,0.0,0.0,-2.8460287497045273,0.0,0.0,0.3,0.0
49.49993181228638,0.9002922143561187,0.0,0.0,-7.365274563336407e-05,0.0,0.0,-2.8460287497045273,0.0,0.0,0.3,0.0
49.510072469711304,0.9002914786359847,0.0,0.0,-7.34915173479179e-05,0.0,0.0,-2.8460250290565297,0.0,0.0,0.3,0.0
49.51997232437134,0.9002907445210693,0.0,0.0,-7.333169982989042e-05,0.0,0.0,-2.8460250290565297,0.0,0.0,0.3,0.0
49.53006839752197,0.9002900120081936,0.0,0.0,-7.317111053372331e-05,0.0,0.0,-2.8460213234795977,0.0,0.0,0.3,0.0
49.54015278816223,0.9002892810941747,0.0,0.0,-7.30119264126487e-05,0.0,0.0,-2.8460213234795977,0.0,0.0,0.3,0.0
49.54989218711853,0.9002885517758453,0.0,0.0,-7.285197376349178e-05,0.0,0.0,-2.8460176329173055,0.0,0.0,0.3,0.0
49.56004858016968,0.9002878240500342,0.0,0.0,-7.269342071760956e-05,0.0,0.0,-2.8460176329173055,0.0,0.0,0.3,0.0
49.57002282142639,0.9002870979135855,0.0,0.0,-7.25341023812006e-05,0.0,0.0,-2.8460139573135965,0.0,0.0,0.3,0.0
49.579957485198975,0.9002863733633397,0.0,0.0,-7.237617809668658e-05,0.0,0.0,-2.8460139573135965,0.0,0.0,0.3,0.0
49.58968997001648,0.9002856503961527,0.0,0.0,-7.221749174666994e-05,0.0,0.0,-2.846010296612481,0.0,0.0,0.3,0.0
49.599853515625,0.9002849290088765,0.0,0.0,-7.206019391753664e-05,0.0,0.0,-2.846010296612481,0.0,0.0,0.3,0.0
49.60968613624573,0.9002842091983783,0.0,0.0,-7.190213723550238e-05,0.0,0.0,-2.846006650758273,0.0,0.0,0.3,0.0
49.61965203285217,0.9002834909615217,0.0,0.0,-7.174546356363912e-05,0.0,0.0,-2.846006650758273,0.0,0.0,0.3,0.0
49.629703998565674,0.9002827742951857,0.0,0.0,-7.158803423898576e-05,0.0,0.0,-2.846003019695288,0.0,0.0,0.3,0.0
49.63959336280823,0.9002820591962452,0.0,0.0,-7.143198243402142e-05,0.0,0.0,-2.846003019695288,0.0,0.0,0.3,0.0
49.64966583251953,0.9002813456615906,0.0,0.0,-7.127517816407022e-05,0.0,0.0,-2.8459994033682703,0.0,0.0,0.3,0.0
49.659642934799194,0.9002806336881084,0.0,0.0,-7.111974594348752e-05,0.0,0.0,-2.8459994033682703,0.0,0.0,0.3,0.0
49.66961312294006,0.9002799232727003,0.0,0.0,-7.096356443341487e-05,0.0,0.0,-2.8459958017220837,0.0,0.0,0.3,0.0
49.67964839935303,0.9002792144122644,0.0,0.0,-7.08087495224821e-05,0.0,0.0,-2.8459958017220837,0.0,0.0,0.3,0.0
49.69030022621155,0.9002785071037137,0.0,0.0,-7.065318848521543e-05,0.0,0.0,-2.845992214701649,0.0,0.0,0.3,0.0
49.699681520462036,0.9002778013439575,0.0,0.0,-7.049898861688474e-05,0.0,0.0,-2.845992214701649,0.0,0.0,0.3,0.0
49.70963931083679,0.9002770971299203,0.0,0.0,-7.034404577314504e-05,0.0,0.0,-2.845988642252191,0.0,0.0,0.3,0.0
49.71959328651428,0.9002763944585228,0.0,0.0,-7.019045868809337e-05,0.0,0.0,-2.845988642252191,0.0,0.0,0.3,0.0
49.729645013809204,0.9002756933267008,0.0,0.0,-7.003613176636247e-05,0.0,0.0,-2.8459850843191097,0.0,0.0,0.3,0.0
49.7396125793457,0.9002749937313862,0.0,0.0,-6.988315521295933e-05,0.0,0.0,-2.8459850843191097,0.0,0.0,0.3,0.0
49.74963688850403,0.9002742956695261,0.0,0.0,-6.972944194948448e-05,0.0,0.0,-2.8459815408480447,0.0,0.0,0.3,0.0
49.75975751876831,0.9002735991380638,0.0,0.0,-6.957707368379721e-05,0.0,0.0,-2.8459815408480447,0.0,0.0,0.3,0.0
49.769614696502686,0.9002729041339576,0.0,0.0,-6.942397182252229e-05,0.0,0.0,-2.84597801178475,0.0,0.0,0.3,0.0
49.779677867889404,0.9002722106541619,0.0,0.0,-6.927220960824754e-05,0.0,0.0,-2.84597801178475,0.0,0.0,0.3,0.0
49.78976583480835,0.9002715186956461,0.0,0.0,-6.911971690081832e-05,0.0,0.0,-2.8459744970752174,0.0,0.0,0.3,0.0
49.799628257751465,0.9002708282553762,0.0,0.0,-6.896855850928649e-05,0.0,0.0,-2.8459744970752174,0.0,0.0,0.3,0.0
49.80960202217102,0.9002701393303324,0.0,0.0,-6.881667271501575e-05,0.0,0.0,-2.845970996665609,0.0,0.0,0.3,0.0
49.8196439743042,0.9002694519174919,0.0,0.0,-6.866611592515788e-05,0.0,0.0,-2.845970996665609,0.0,0.0,0.3,0.0
49.82965970039368,0.9002687660138461,0.0,0.0,-6.851483481092262e-05,0.0,0.0,-2.845967510502139,0.0,0.0,0.3,0.0
49.83972668647766,0.9002680816163833,0.0,0.0,-6.836487740916686e-05,0.0,0.0,-2.845967510502139,0.0,0.0,0.3,0.0
49.84968376159668,0.900267398722106,0.0,0.0,-6.82141987495541e-05,0.0,0.0,-2.845964038531498,0.0,0.0,0.3,0.0
49.85973572731018,0.9002667173280136,0.0,0.0,-6.806483852997219e-05,0.0,0.0,-2.845964038531498,0.0,0.0,0.3,0.0
49.86967635154724,0.9002660374311195,0.0,0.0,-6.791476010713885e-05,0.0,0.0,-2.845960580700363,0.0,0.0,0.3,0.0
49.87974238395691,0.9002653590284342,0.0,0.0,-6.776599487130418e-05,0.0,0.0,-2.845960580700363,0.0,0.0,0.3,0.0
49.889708518981934,0.9002646821169822,0.0,0.0,-6.761651447494154e-05,0.0,0.0,-2.8459571369555814,0.0,0.0,0.3,0.0
49.899664640426636,0.9002640066937848,0.0,0.0,-6.746834203189778e-05,0.0,0.0,-2.8459571369555814,0.0,0.0,0.3,0.0
